Id,Top-Left,Bottom-Right,Top,Bottom,Left,Right,Top_Box,Bottom_Box,Left_Box,Right_Box
413,"(488, 3117)","(578, 3168)","(533.0, 3117)","(533.0, 3168)","(488, 3142.5)","(578, 3142.5)","[76.29711659034042, 422]","[85.00588214941364, 413]","[76.29711659034042, 422]","[76.29711659034042, 422]"
414,"(595, 3107)","(730, 3168)","(662.5, 3107)","(662.5, 3168)","(595, 3137.5)","(730, 3137.5)","[87.48857068211825, 423]","[98.0522819724253, 408]","[87.48857068211825, 423]","[87.48857068211825, 423]"
415,"(744, 3114)","(894, 3165)","(819.0, 3114)","(819.0, 3165)","(744, 3139.5)","(894, 3139.5)","[83.5134719671024, 425]","[-1, 0]","[83.5134719671024, 425]","[83.5134719671024, 425]"
416,"(909, 3104)","(967, 3165)","(938.0, 3104)","(938.0, 3165)","(909, 3134.5)","(967, 3134.5)","[81.0586207630009, 426]","[91.68560410446125, 409]","[81.0586207630009, 426]","[81.0586207630009, 426]"
417,"(981, 3104)","(1117, 3182)","(1049.0, 3104)","(1049.0, 3182)","(981, 3143.0)","(1117, 3143.0)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
418,"(1131, 3100)","(1192, 3162)","(1161.5, 3100)","(1161.5, 3162)","(1131, 3131.0)","(1192, 3131.0)","[-1, 0]","[80.94751385929032, 411]","[80.94751385929032, 411]","[80.94751385929032, 411]"
419,"(297, 3189)","(372, 3264)","(334.5, 3189)","(334.5, 3264)","(297, 3226.5)","(372, 3226.5)","[80.96449839281412, 427]","[88.94099167425557, 412]","[80.96449839281412, 427]","[80.96449839281412, 427]"
420,"(377, 3182)","(493, 3264)","(435.0, 3182)","(435.0, 3264)","(377, 3223.0)","(493, 3223.0)","[82.74811176093385, 428]","[82.53029746705145, 413]","[82.53029746705145, 413]","[82.53029746705145, 413]"
421,"(498, 3186)","(546, 3250)","(522.0, 3186)","(522.0, 3250)","(498, 3218.0)","(546, 3218.0)","[87.14355971613737, 421]","[76.29711659034042, 414]","[76.29711659034042, 414]","[76.29711659034042, 414]"
422,"(556, 3189)","(708, 3250)","(632.0, 3189)","(632.0, 3250)","(556, 3219.5)","(708, 3219.5)","[82.21921916437786, 430]","[87.48857068211825, 415]","[82.21921916437786, 430]","[82.21921916437786, 430]"
423,"(720, 3186)","(781, 3247)","(750.5, 3186)","(750.5, 3247)","(720, 3216.5)","(781, 3216.5)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
424,"(793, 3186)","(902, 3250)","(847.5, 3186)","(847.5, 3250)","(793, 3218.0)","(902, 3218.0)","[90.01249913206499, 432]","[83.5134719671024, 416]","[83.5134719671024, 416]","[83.5134719671024, 416]"
425,"(911, 3186)","(984, 3244)","(947.5, 3186)","(947.5, 3244)","(911, 3215.0)","(984, 3215.0)","[99.45476358626568, 433]","[81.0586207630009, 417]","[81.0586207630009, 417]","[81.0586207630009, 417]"
426,"(297, 3264)","(433, 3339)","(365.0, 3264)","(365.0, 3339)","(297, 3301.5)","(433, 3301.5)","[99.00505037623081, 428]","[80.96449839281412, 420]","[80.96449839281412, 420]","[80.96449839281412, 420]"
427,"(442, 3268)","(486, 3333)","(464.0, 3268)","(464.0, 3333)","(442, 3300.5)","(486, 3300.5)","[75.66372975210778, 429]","[75.66372975210778, 429]","[75.66372975210778, 429]","[82.74811176093385, 421]"
428,"(498, 3271)","(580, 3350)","(539.0, 3271)","(539.0, 3350)","(498, 3310.5)","(580, 3310.5)","[75.66372975210778, 428]","[75.66372975210778, 428]","[94.04918925753694, 422]","[75.66372975210778, 428]"
429,"(592, 3274)","(684, 3329)","(638.0, 3274)","(638.0, 3329)","(592, 3301.5)","(684, 3301.5)","[-1, 0]","[82.21921916437786, 423]","[82.21921916437786, 423]","[82.21921916437786, 423]"
430,"(703, 3281)","(798, 3322)","(750.5, 3281)","(750.5, 3322)","(703, 3301.5)","(798, 3301.5)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
431,"(824, 3268)","(943, 3333)","(883.5, 3268)","(883.5, 3333)","(824, 3300.5)","(943, 3300.5)","[-1, 0]","[90.01249913206499, 425]","[90.01249913206499, 425]","[90.01249913206499, 425]"
432,"(955, 3264)","(1054, 3329)","(1004.5, 3264)","(1004.5, 3329)","(955, 3296.5)","(1054, 3296.5)","[-1, 0]","[-1, 0]","[-1, 0]","[99.45476358626568, 426]"
433,"(1066, 3264)","(1134, 3329)","(1100.0, 3264)","(1100.0, 3329)","(1066, 3296.5)","(1134, 3296.5)","[66.0927378764112, 435]","[66.0927378764112, 435]","[66.0927378764112, 435]","[88.35298523536146, 492]"
434,"(1143, 3264)","(1189, 3336)","(1166.0, 3264)","(1166.0, 3336)","(1143, 3300.0)","(1189, 3300.0)","[66.0927378764112, 434]","[66.0927378764112, 434]","[88.229813555283, 492]","[66.0927378764112, 434]"
435,"(305, 2782)","(413, 2837)","(359.0, 2782)","(359.0, 2837)","(305, 2809.5)","(413, 2809.5)","[86.46531096341468, 397]","[81.1326075015465, 390]","[81.1326075015465, 390]","[81.1326075015465, 390]"
436,"(445, 2775)","(532, 2847)","(488.5, 2775)","(488.5, 2847)","(445, 2811.0)","(532, 2811.0)","[77.19617866190009, 398]","[94.13288479590966, 438]","[77.19617866190009, 398]","[77.19617866190009, 398]"
437,"(566, 2775)","(599, 2837)","(582.5, 2775)","(582.5, 2837)","(566, 2806.0)","(599, 2806.0)","[-1, 0]","[82.73149339882606, 391]","[82.73149339882606, 391]","[82.73149339882606, 391]"
438,"(631, 2772)","(764, 2847)","(697.5, 2772)","(697.5, 2847)","(631, 2809.5)","(764, 2809.5)","[79.82793997091494, 400]","[85.21296849658508, 392]","[79.82793997091494, 400]","[79.82793997091494, 400]"
439,"(300, 2943)","(375, 3011)","(337.5, 2943)","(337.5, 3011)","(300, 2977.0)","(375, 2977.0)","[87.23531395025755, 405]","[93.46790893135461, 397]","[87.23531395025755, 405]","[87.23531395025755, 405]"
440,"(396, 2943)","(595, 2994)","(495.5, 2943)","(495.5, 2994)","(396, 2968.5)","(595, 2968.5)","[85.52923476800198, 406]","[80.51397394241573, 398]","[80.51397394241573, 398]","[80.51397394241573, 398]"
441,"(619, 2957)","(781, 3008)","(700.0, 2957)","(700.0, 3008)","(619, 2982.5)","(781, 2982.5)","[70.28869041318099, 408]","[95.25885785584457, 400]","[70.28869041318099, 408]","[70.28869041318099, 408]"
442,"(802, 2939)","(839, 2998)","(820.5, 2939)","(820.5, 2998)","(802, 2968.5)","(839, 2968.5)","[113.92321975787026, 409]","[79.8889854735933, 401]","[79.8889854735933, 401]","[79.8889854735933, 401]"
443,"(882, 2782)","(1020, 2844)","(951.0, 2782)","(951.0, 2844)","(882, 2813.0)","(1020, 2813.0)","[98.20005091648375, 402]","[80.7619960129763, 394]","[80.7619960129763, 394]","[80.7619960129763, 394]"
444,"(1054, 2775)","(1192, 2837)","(1123.0, 2775)","(1123.0, 2837)","(1054, 2806.0)","(1192, 2806.0)","[89.23284148787373, 404]","[71.58910531638176, 396]","[71.58910531638176, 396]","[71.58910531638176, 396]"
445,"(943, 2936)","(1020, 3008)","(981.5, 2936)","(981.5, 3008)","(943, 2972.0)","(1020, 2972.0)","[85.52338861387568, 447]","[85.52338861387568, 447]","[85.52338861387568, 447]","[102.48170568447814, 403]"
446,"(1037, 2939)","(1097, 3001)","(1067.0, 2939)","(1067.0, 3001)","(1037, 2970.0)","(1097, 2970.0)","[72.70832139445939, 448]","[72.70832139445939, 448]","[72.70832139445939, 448]","[82.03810090439686, 410]"
447,"(1124, 2960)","(1155, 2991)","(1139.5, 2960)","(1139.5, 2991)","(1124, 2975.5)","(1155, 2975.5)","[23.0, 449]","[23.0, 449]","[23.0, 449]","[23.0, 449]"
448,"(1146, 2960)","(1179, 2991)","(1162.5, 2960)","(1162.5, 2991)","(1146, 2975.5)","(1179, 2975.5)","[23.0, 448]","[23.0, 448]","[23.0, 448]","[23.0, 448]"
449,"(1491, 2786)","(1564, 2844)","(1527.5, 2786)","(1527.5, 2844)","(1491, 2815.0)","(1564, 2815.0)","[85.86763068817027, 460]","[109.09285036151545, 451]","[85.86763068817027, 460]","[85.86763068817027, 460]"
450,"(1576, 2792)","(1697, 2847)","(1636.5, 2792)","(1636.5, 2847)","(1576, 2819.5)","(1697, 2819.5)","[70.67708256570867, 461]","[109.09285036151545, 450]","[70.67708256570867, 461]","[70.67708256570867, 461]"
451,"(1709, 2772)","(1798, 2837)","(1753.5, 2772)","(1753.5, 2837)","(1709, 2804.5)","(1798, 2804.5)","[85.87345340674264, 462]","[86.14232409216737, 453]","[85.87345340674264, 462]","[85.87345340674264, 462]"
452,"(1805, 2786)","(1873, 2844)","(1839.0, 2786)","(1839.0, 2844)","(1805, 2815.0)","(1873, 2815.0)","[75.0483177692878, 454]","[75.0483177692878, 454]","[75.0483177692878, 454]","[80.73722809212613, 463]"
453,"(1883, 2772)","(1943, 2833)","(1913.0, 2772)","(1913.0, 2833)","(1883, 2802.5)","(1943, 2802.5)","[56.97587208634897, 455]","[56.97587208634897, 455]","[56.97587208634897, 455]","[75.0483177692878, 453]"
454,"(1951, 2775)","(1987, 2851)","(1969.0, 2775)","(1969.0, 2851)","(1951, 2813.0)","(1987, 2813.0)","[56.97587208634897, 454]","[56.97587208634897, 454]","[59.434838268476845, 456]","[56.97587208634897, 454]"
455,"(1996, 2772)","(2059, 2833)","(2027.5, 2772)","(2027.5, 2833)","(1996, 2802.5)","(2059, 2802.5)","[59.434838268476845, 455]","[59.434838268476845, 455]","[69.5, 457]","[59.434838268476845, 455]"
456,"(2067, 2772)","(2127, 2833)","(2097.0, 2772)","(2097.0, 2833)","(2067, 2802.5)","(2127, 2802.5)","[69.5, 456]","[69.5, 456]","[84.50443775329198, 465]","[69.5, 456]"
457,"(2139, 2786)","(2279, 2827)","(2209.0, 2786)","(2209.0, 2827)","(2139, 2806.5)","(2279, 2806.5)","[88.77640452282351, 466]","[112.0714058089752, 457]","[88.77640452282351, 466]","[88.77640452282351, 466]"
458,"(1390, 2857)","(1496, 2926)","(1443.0, 2857)","(1443.0, 2926)","(1390, 2891.5)","(1496, 2891.5)","[80.5, 467]","[113.98464808911768, 450]","[80.5, 467]","[80.5, 467]"
459,"(1518, 2857)","(1615, 2926)","(1566.5, 2857)","(1566.5, 2926)","(1518, 2891.5)","(1615, 2891.5)","[82.12338278468563, 468]","[85.86763068817027, 450]","[82.12338278468563, 468]","[82.12338278468563, 468]"
460,"(1636, 2854)","(1682, 2919)","(1659.0, 2854)","(1659.0, 2919)","(1636, 2886.5)","(1682, 2886.5)","[86.57078028988765, 462]","[70.67708256570867, 451]","[70.67708256570867, 451]","[70.67708256570867, 451]"
461,"(1702, 2864)","(1789, 2916)","(1745.5, 2864)","(1745.5, 2916)","(1702, 2890.0)","(1789, 2890.0)","[78.69243928103894, 469]","[85.87345340674264, 452]","[78.69243928103894, 469]","[78.69243928103894, 469]"
462,"(1810, 2854)","(1943, 2919)","(1876.5, 2854)","(1876.5, 2919)","(1810, 2886.5)","(1943, 2886.5)","[89.02948949645842, 470]","[80.73722809212613, 453]","[80.73722809212613, 453]","[80.73722809212613, 453]"
463,"(1967, 2854)","(2006, 2909)","(1986.5, 2854)","(1986.5, 2909)","(1967, 2881.5)","(2006, 2881.5)","[87.84218804196534, 471]","[70.70007072132248, 455]","[70.70007072132248, 455]","[70.70007072132248, 455]"
464,"(2040, 2851)","(2214, 2912)","(2127.0, 2851)","(2127.0, 2912)","(2040, 2881.5)","(2214, 2881.5)","[86.68333173107735, 472]","[84.50443775329198, 457]","[84.50443775329198, 457]","[84.50443775329198, 457]"
465,"(2236, 2844)","(2277, 2919)","(2256.5, 2844)","(2256.5, 2919)","(2236, 2881.5)","(2277, 2881.5)","[77.0, 473]","[88.77640452282351, 458]","[77.0, 473]","[77.0, 473]"
466,"(1385, 2933)","(1501, 3011)","(1443.0, 2933)","(1443.0, 3011)","(1385, 2972.0)","(1501, 2972.0)","[78.74801584801995, 474]","[80.5, 459]","[78.74801584801995, 474]","[78.74801584801995, 474]"
467,"(1520, 2939)","(1622, 3008)","(1571.0, 2939)","(1571.0, 3008)","(1520, 2973.5)","(1622, 2973.5)","[79.21647555906536, 475]","[82.12338278468563, 460]","[79.21647555906536, 475]","[79.21647555906536, 475]"
468,"(1648, 2943)","(1832, 2994)","(1740.0, 2943)","(1740.0, 2994)","(1648, 2968.5)","(1832, 2968.5)","[81.74350127074322, 477]","[78.69243928103894, 462]","[78.69243928103894, 462]","[78.69243928103894, 462]"
469,"(1859, 2943)","(1953, 2998)","(1906.0, 2943)","(1906.0, 2998)","(1859, 2970.5)","(1953, 2970.5)","[94.49338601193207, 479]","[89.02948949645842, 463]","[89.02948949645842, 463]","[89.02948949645842, 463]"
470,"(1977, 2929)","(2059, 2998)","(2018.0, 2929)","(2018.0, 2998)","(1977, 2963.5)","(2059, 2963.5)","[95.4148835350125, 479]","[87.84218804196534, 464]","[87.84218804196534, 464]","[87.84218804196534, 464]"
471,"(2079, 2929)","(2209, 3004)","(2144.0, 2929)","(2144.0, 3004)","(2079, 2966.5)","(2209, 2966.5)","[82.95932738396569, 480]","[86.68333173107735, 465]","[82.95932738396569, 480]","[82.95932738396569, 480]"
472,"(2231, 2926)","(2282, 2991)","(2256.5, 2926)","(2256.5, 2991)","(2231, 2958.5)","(2282, 2958.5)","[111.12605455067681, 480]","[77.0, 466]","[77.0, 466]","[77.0, 466]"
473,"(1387, 3018)","(1532, 3080)","(1459.5, 3018)","(1459.5, 3080)","(1387, 3049.0)","(1532, 3049.0)","[82.01371836467361, 481]","[78.74801584801995, 467]","[78.74801584801995, 467]","[78.74801584801995, 467]"
474,"(1547, 3021)","(1646, 3076)","(1596.5, 3021)","(1596.5, 3076)","(1547, 3048.5)","(1646, 3048.5)","[85.51315688243535, 476]","[79.21647555906536, 468]","[79.21647555906536, 468]","[79.21647555906536, 468]"
475,"(1660, 3021)","(1704, 3073)","(1682.0, 3021)","(1682.0, 3073)","(1660, 3047.0)","(1704, 3047.0)","[79.00158226263572, 477]","[79.00158226263572, 477]","[79.00158226263572, 477]","[85.51315688243535, 475]"
476,"(1714, 3015)","(1808, 3080)","(1761.0, 3015)","(1761.0, 3080)","(1714, 3047.5)","(1808, 3047.5)","[79.00158226263572, 476]","[79.00158226263572, 476]","[81.74350127074322, 469]","[79.00158226263572, 476]"
477,"(1822, 3032)","(1909, 3086)","(1865.5, 3032)","(1865.5, 3086)","(1822, 3059.0)","(1909, 3059.0)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
478,"(1919, 3011)","(2013, 3076)","(1966.0, 3011)","(1966.0, 3076)","(1919, 3043.5)","(2013, 3043.5)","[89.36582120699165, 484]","[94.49338601193207, 470]","[89.36582120699165, 484]","[89.36582120699165, 484]"
479,"(2081, 3015)","(2282, 3066)","(2181.5, 3015)","(2181.5, 3066)","(2081, 3040.5)","(2282, 3040.5)","[94.74835090913193, 486]","[82.95932738396569, 472]","[82.95932738396569, 472]","[82.95932738396569, 472]"
480,"(1390, 3100)","(1532, 3162)","(1461.0, 3100)","(1461.0, 3162)","(1390, 3131.0)","(1532, 3131.0)","[87.66413177577246, 488]","[82.01371836467361, 474]","[82.01371836467361, 474]","[82.01371836467361, 474]"
481,"(1549, 3104)","(1731, 3168)","(1640.0, 3104)","(1640.0, 3168)","(1549, 3136.0)","(1731, 3136.0)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
482,"(1750, 3097)","(1936, 3172)","(1843.0, 3097)","(1843.0, 3172)","(1750, 3134.5)","(1936, 3134.5)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
483,"(1972, 3093)","(2021, 3162)","(1996.5, 3093)","(1996.5, 3162)","(1972, 3127.5)","(2021, 3127.5)","[64.0956316764255, 485]","[64.0956316764255, 485]","[64.0956316764255, 485]","[89.36582120699165, 479]"
484,"(2033, 3093)","(2088, 3155)","(2060.5, 3093)","(2060.5, 3155)","(2033, 3124.0)","(2088, 3124.0)","[64.0956316764255, 484]","[64.0956316764255, 484]","[83.68542286443918, 490]","[64.0956316764255, 484]"
485,"(2103, 3104)","(2195, 3155)","(2149.0, 3104)","(2149.0, 3155)","(2103, 3129.5)","(2195, 3129.5)","[88.670739254841, 485]","[88.670739254841, 485]","[94.17669563113796, 490]","[88.670739254841, 485]"
486,"(2204, 3104)","(2284, 3155)","(2244.0, 3104)","(2244.0, 3155)","(2204, 3129.5)","(2284, 3129.5)","[78.57639594687453, 491]","[95.0, 486]","[78.57639594687453, 491]","[78.57639594687453, 491]"
487,"(1390, 3186)","(1470, 3240)","(1430.0, 3186)","(1430.0, 3240)","(1390, 3213.0)","(1470, 3213.0)","[91.33044399322715, 493]","[87.66413177577246, 481]","[87.66413177577246, 481]","[87.66413177577246, 481]"
488,"(1518, 3175)","(1987, 3247)","(1752.5, 3175)","(1752.5, 3247)","(1518, 3211.0)","(1987, 3211.0)","[94.04786015641186, 495]","[-1, 0]","[94.04786015641186, 495]","[94.04786015641186, 495]"
489,"(2018, 3172)","(2161, 3233)","(2089.5, 3172)","(2089.5, 3233)","(2018, 3202.5)","(2161, 3202.5)","[95.4148835350125, 497]","[83.68542286443918, 485]","[83.68542286443918, 485]","[83.68542286443918, 485]"
490,"(2185, 3182)","(2284, 3233)","(2234.5, 3182)","(2234.5, 3233)","(2185, 3207.5)","(2284, 3207.5)","[74.16872656315464, 498]","[78.57639594687453, 487]","[74.16872656315464, 498]","[74.16872656315464, 498]"
491,"(1083, 3189)","(1192, 3244)","(1137.5, 3189)","(1137.5, 3244)","(1083, 3216.5)","(1192, 3216.5)","[88.229813555283, 435]","[-1, 0]","[88.229813555283, 435]","[88.229813555283, 435]"
492,"(1387, 3264)","(1547, 3329)","(1467.0, 3264)","(1467.0, 3329)","(1387, 3296.5)","(1547, 3296.5)","[-1, 0]","[91.33044399322715, 488]","[91.33044399322715, 488]","[91.33044399322715, 488]"
493,"(1566, 3264)","(1740, 3315)","(1653.0, 3264)","(1653.0, 3315)","(1566, 3289.5)","(1740, 3289.5)","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
494,"(1762, 3261)","(1851, 3315)","(1806.5, 3261)","(1806.5, 3315)","(1762, 3288.0)","(1851, 3288.0)","[-1, 0]","[94.04786015641186, 489]","[94.04786015641186, 489]","[94.04786015641186, 489]"
495,"(1958, 3261)","(2100, 3312)","(2029.0, 3261)","(2029.0, 3312)","(1958, 3286.5)","(2100, 3286.5)","[112.57108865068331, 497]","[103.51932186794889, 490]","[103.51932186794889, 490]","[103.51932186794889, 490]"
496,"(2120, 3250)","(2163, 3315)","(2141.5, 3250)","(2141.5, 3315)","(2120, 3282.5)","(2163, 3282.5)","[88.0056816347672, 498]","[88.0056816347672, 498]","[88.0056816347672, 498]","[95.4148835350125, 490]"
497,"(2180, 3254)","(2279, 3309)","(2229.5, 3254)","(2229.5, 3309)","(2180, 3281.5)","(2279, 3281.5)","[88.0056816347672, 497]","[74.16872656315464, 491]","[74.16872656315464, 491]","[74.16872656315464, 491]"
